dcSubjectLangAware.en,dctermsSpatial,edmTimespanLabelLangAware.en,edmConceptPrefLabelLangAware.en,year,type,title,provider,dataProvider,country,completeness
"['World War <1914-1918>', 'Soldier']",,,"['Bronze', 'Exchange Media (hierarchy name)', 'Medal']",['1914'],IMAGE,"['Medaille', 'Medal']",['MUSEU'],['Museum of City History Leipzig'],['Germany'],0
"['World War <1914-1918>', 'Man']",,,"['Bronze', 'Exchange Media (hierarchy name)', 'Medal']",['1914'],IMAGE,"['Medal', 'Medaille']",['MUSEU'],['Museum of City History Leipzig'],['Germany'],0
"['World War <1914-1918>', 'Man']",,,"['Bronze', 'Exchange Media (hierarchy name)', 'Medal']",['1914'],IMAGE,"['Medaille', 'Medal']",['MUSEU'],['Museum of City History Leipzig'],['Germany'],0
['World War <1914-1918>'],,,"['Silver', 'Exchange Media (hierarchy name)', 'Medal']",['1914'],IMAGE,"['Medaille', 'Medal']",['MUSEU'],['Museum of City History Leipzig'],['Germany'],0
"['World War <1914-1918>', 'Man']",,,"['Silver', 'Exchange Media (hierarchy name)', 'Medal']",['1914'],IMAGE,"['Medaille', 'Medal']",['MUSEU'],['Museum of City History Leipzig'],['Germany'],0
"['World War <1914-1918>', 'Atlas', 'Man', 'Ernst Moritz\n    Arndt']",,,"['Bronze', 'Exchange Media (hierarchy name)', 'Medal']",['1914'],IMAGE,"['Medaille', 'Medal']",['MUSEU'],['Museum of City History Leipzig'],['Germany'],0
"['World War <1914-1918>', 'King of Hungary> Franz Joseph I <Emperor of Austria', 'Soldier']",,,"['Bronze', 'Exchange Media (hierarchy name)', 'Medal']",['1914'],IMAGE,"['Medaille', 'Medal']",['MUSEU'],['Museum of City History Leipzig'],['Germany'],0
"['World War <1914-1918>', 'Man (rider)']",,,"['Bronze', 'Exchange Media (hierarchy name)', 'Medal']",['1914'],IMAGE,"['Medaille', 'Medal']",['MUSEU'],['Museum of City History Leipzig'],['Germany'],0
"['World War <1914-1918>', 'Man']",,,"['Bronze', 'Exchange Media (hierarchy name)', 'Medal']",['1914'],IMAGE,"['Medaille', 'Medal']",['MUSEU'],['Museum of City History Leipzig'],['Germany'],0
['World War <1914-1918>'],,,"['Bronze', 'Exchange Media (hierarchy name)', 'Medal']",['1914'],IMAGE,"['Medal', 'Medaille']",['MUSEU'],['Museum of City History Leipzig'],['Germany'],0
"['World War <1914-1918>', 'Woman']",,,"['Bronze', 'Exchange Media (hierarchy name)', 'Medal']",['1914'],IMAGE,"['Medaille', 'Medal']",['MUSEU'],['Museum of City History Leipzig'],['Germany'],0
"['World War <1914-1918>', 'Soldier']",,,"['Silver', 'Exchange Media (hierarchy name)', 'Medal']",['1914'],IMAGE,"['Medaille', 'Medal']",['MUSEU'],['Museum of City History Leipzig'],['Germany'],0
"['World War <1914-1918>', 'Poseidon']","['England', 'http://data.europeana.eu/place/178373', 'http://data.europeana.eu/place/86', 'England']",,"['Bronze', 'Exchange Media (hierarchy name)', 'Medal']",['1915'],IMAGE,"['Medaille', 'Medal']",['MUSEU'],['Museum of City History Leipzig'],['Germany'],0
"['World War <1914-1918>', 'Poseidon']","['http://data.europeana.eu/place/178373', 'http://data.europeana.eu/place/86', 'England', 'England']",,"['Silver', 'Exchange Media (hierarchy name)', 'Medal']",['1915'],IMAGE,"['Medal', 'Medaille']",['MUSEU'],['Museum of City History Leipzig'],['Germany'],0
"['World War <1914-1918>', 'v. (Generaloberst) One']",,,"['Silver', 'Exchange Media (hierarchy name)', 'Medal']",['1914'],IMAGE,"['Medal', 'Medaille']",['MUSEU'],['Museum of City History Leipzig'],['Germany'],0
['World War <1914-1918>'],,,"['Silver', 'Exchange Media (hierarchy name)', 'Medal']",['1914'],IMAGE,"['Medaille', 'Medal']",['MUSEU'],['Museum of City History Leipzig'],['Germany'],0
"['Medal', 'World War <1914-1918>', 'Wilhelm II (Emperor)']",,,"['Silver', 'Exchange Media (hierarchy name)', 'Medal']","['1914', '1916']",IMAGE,"['Medal', 'Medaille']",['MUSEU'],['Museum of City History Leipzig'],['Germany'],0
"['World War <1914-1918>', 'Honor', 'Otto of\n    Bismarck']",,,"['Silver', 'Award', 'Exchange Media (hierarchy name)', 'Medal']",['1915'],IMAGE,"['Medal', 'Medaille']",['MUSEU'],['Museum of City History Leipzig'],['Germany'],0
"['4079163-4', 'World War <1914-1918>']",,,"['Exchange Media (hierarchy name)', 'Medal']",['1916'],IMAGE,"['Medaille', 'Medal']",['MUSEU'],['Museum of City History Leipzig'],['Germany'],0
"['4079163-4', 'World War <1914-1918>', 'Wilhelm II (Emperor)']",,,"['Silver', 'Exchange Media (hierarchy name)', 'Medal']","['1915', '1916']",IMAGE,"['Medal', 'Medaille']",['MUSEU'],['Museum of City History Leipzig'],['Germany'],0
['World War <1914-1918>'],,,"['Exchange Media (hierarchy name)', 'Medal']",['1914'],IMAGE,"['Medaille', 'Medal']",['MUSEU'],['Museum of City History Leipzig'],['Germany'],0
['World War <1914-1918>'],"['Rhein', 'Rhine']",,"['Exchange Media (hierarchy name)', 'Medal']",['1914'],IMAGE,"['Medaille', 'Medal']",['MUSEU'],['Museum of City History Leipzig'],['Germany'],0
['World War <1914-1918>'],,,"['Silver', 'Exchange Media (hierarchy name)', 'Medal']",['1914'],IMAGE,"['Medaille', 'Medal']",['MUSEU'],['Museum of City History Leipzig'],['Germany'],0
['World War <1914-1918>'],['Lemberg'],,"['Silver', 'Exchange Media (hierarchy name)', 'Medal']",['1915'],IMAGE,"['Medaille', 'Medal']",['MUSEU'],['Museum of City History Leipzig'],['Germany'],0
"['World War <1914-1918>', 'Woman']",,,"['Iron', 'Exchange Media (hierarchy name)', 'Medal']",['1916'],IMAGE,"['Medal', 'Medaille']",['MUSEU'],['Museum of City History Leipzig'],['Germany'],0
['World War <1914-1918>'],,,"['Exchange Media (hierarchy name)', 'Medal']","['1827', '1916']",IMAGE,"['Medaille', 'Medal']",['MUSEU'],['Museum of City History Leipzig'],['Germany'],0
['National Socialism'],,,"['Costume (hierarchy name)', 'Wool']",,IMAGE,"['Uniform jacket', 'Uniformjacke']",['MUSEU'],['Museum of City History Leipzig'],['Germany'],0
"['Souche, Louis', 'Medals and decorations']",,,"['Manuscript', 'manuscript']",,TEXT,"['[Plaque émaillée du soldat Louis Souche mort pour la France le 23 septembre 1914 : document officiel / Souche, Louis]']",['National Library of France'],['National Library of France'],['France'],10
['Fiction'],['RO'],,"['feature films', 'Nationalism', 'Film', 'Civilians in war', 'World War, 1914-1918--Propaganda', 'World War I', 'World War, 1914-1918--Motion pictures and the war', 'World War, 1914-1918--Hospitals', 'World War, 1914-1918--Evacuation of civilians', 'City and town life', 'Women and the military', 'Autonomy and independence movements', 'World War, 1914-1918', 'World War, 1914-1918--Trench warfare', 'World War, 1914-1918--Austria', 'Women and war', 'World War, 1914-1918--Hungary', 'Patriotism', 'World War, 1914-1918--Public opinion', 'Secret service', 'Balkan Peninsula--History--War of 1912-1913--Territorial questions', 'motion pictures (visual works)', 'War victims', 'Military education', 'World War, 1914-1918--Romania', 'World War, 1914-1918--Russia', 'War casualties', 'War and society']",['1931'],VIDEO,['Ecaterina Teodoroiu'],['The European Film Gateway'],['Romanian National Film Archive'],['Romania'],10
,['#Lokalita:17143'],,,,IMAGE,"['Jan Juránk Medal', 'Medaile Jana Juránka']",['ESbírky'],['National Museum - Virtual Museum'],['Czech Republic'],9
,['Keszthely'],['20th century'],['Paper'],,IMAGE,['I. Világháború és érmei c. kiállítás megnyitója a Balatoni Múzeumban'],['Forum Hungaricum Non-profit Ltd.'],['Balaton Museum'],['Hungary'],9
"['World War I', 'Recruitment and Conscription', 'Remembrance']",['Western Front'],['21st century'],"['World War I', 'Medal']",,TEXT,['Medailles van Georges Philippeth.'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
['World War I'],,"['21st century', '20th century']","['World War I', 'Paper']",,TEXT,['Certificat de médaille militaire de Louis Taladoire'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
['World War I'],['Gallipoli Front'],['21st century'],['World War I'],,IMAGE,['Diplôme avec les médailles du soldat Auguste Girard'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
['World War I'],,"['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['FRAD022 - Albert DANDRIMONT', 'documents from Albert DANDRIMONT']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance']",,['21st century'],"['World War I', 'Medal']",,TEXT,['Médaille de préparation militaire'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Remembrance']",['Berlin'],['21st century'],['World War I'],,TEXT,"['Hofrat des Kaisers', ""Kaiser's Hofrat""]",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Medical', 'Remembrance', 'Refugees']","['http://data.europeana.eu/place/178373', 'http://data.europeana.eu/place/86', 'Engeland']","['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['Vluchtelingen naar Engeland.', 'Refugees to England']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance']",,"['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['Dagboek. Mijn herinneringen uit de oorlog 1914-1918.', 'Diary. Memories of the war 1914-1918.']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Recruitment and Conscription']","['http://data.europeana.eu/place/41488', 'http://data.europeana.eu/place/42377', 'http://data.europeana.eu/place/85', 'Paris', 'Western Front']","['21st century', '20th century']","['World War I', 'Medal']",,TEXT,"['Médaille militaire décernée à Georges BÉNÉVISE, 18 juin 1934']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Remembrance']",['europeana19141918:place/7474f258e854d0e9ea20b5012383b93d'],"['21st century', '20th century']",['World War I'],,TEXT,"['Oorlogsvrijwilliger Edmond De Jean.', 'War volunteer Edmond De Jean.']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance']",['europeana19141918:place/16180ad54d97d310bd7859274d659629'],['21st century'],['World War I'],,TEXT,"['Frans  Pauwels geïnterneerd in Gaasterland Nederland', 'Frans Pauwels caught in Gaasterland Holland.']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Trench Life']","['Paris', 'http://data.europeana.eu/place/41488', 'http://data.europeana.eu/place/42377', 'http://data.europeana.eu/place/85', 'Western Front']","['21st century', '20th century']","['World War I', 'Medal']",,TEXT,"['Médaille militaire, Paul DÉZÉ, 28 avril 1926']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Trench Life']","['Verdun', 'Western Front']","['21st century', '20th century']","['World War I', 'Medal']",['1929'],TEXT,"['Médaille de Verdun, Paul DÉZÉ, 1929']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
['World War I'],['Gallipoli Front'],['21st century'],"['World War I', 'Medal', 'Metal']",,IMAGE,['Cadre sous-verre avec médailles et décorations de Michel Albin'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
['World War I'],,['21st century'],"['World War I', 'Medal', 'Metal']",,IMAGE,['Croix de guerre étoile de bronze de René Jacques Aimone'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Remembrance', 'Trench Life']",['Western Front'],['21st century'],['World War I'],,TEXT,"[""Terry Turton's Bugle and Private Arthur Turton"", ""Terry Turton's bugle dated 1914""]",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Artillery']","['United Kingdom', 'http://data.europeana.eu/place/86', 'Gallipoli Front']",['21st century'],"['World War I', 'Medal']",,TEXT,['My granduncle John Hanningan: medals'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Artillery']","['http://data.europeana.eu/place/86', 'United kingdom', 'Gallipoli Front']",['21st century'],"['World War I', 'Medal']",,TEXT,['My granduncle John Hanningan: medals'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Trench Life']",['Front des Dardanelles'],"['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['Gogibus Pierre', 'la coupole']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],['Western Front'],"['21st century', '20th century']",['World War I'],,TEXT,['Brevet de Médaille militaire'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Recruitment and Conscription', 'Remembrance']",['Balkans'],['21st century'],['World War I'],,IMAGE,['Ram sa 9 medalja i ordena'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Recruitment and Conscription', 'Remembrance']",['Balkans'],['21st century'],"['World War I', 'Medal']",,IMAGE,['Karađordjeva zvezda'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Recruitment and Conscription', 'Remembrance']",['Balkans'],['21st century'],"['World War I', 'Medal']",,IMAGE,['Orden Miloš Obilić'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Recruitment and Conscription', 'Remembrance']",['Balkans'],['21st century'],"['World War I', 'Medal', 'Metal']",,IMAGE,['Albanska spomenica'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Prisoners of War']",['europeana19141918:place/1f307d4aaf3997c492f47c1b358f6e08'],"['21st century', '20th century']",['World War I'],['1917'],TEXT,"['Een portret voor Generaal Snijders', 'A photo portrait of Dutch General Snijders']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance', 'Central Powers']",['europeana19141918:place/901ed7b83190e6234687924718d1fe98'],"['21st century', '20th century']",['World War I'],,TEXT,['Besitzzeugnis'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],['Western Front'],"['21st century', '20th century']",['World War I'],['1961'],TEXT,"[""Certificat de la médaille d'Argonne et de Vauquois, 1961""]",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
['World War I'],,"['21st century', '20th century']","['World War I', 'Medal']",['1937'],TEXT,['Cadre souvenir avec décoration et médailles commémoratives'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
['World War I'],,['21st century'],['World War I'],,TEXT,['Croix de guerre de Marcel Maître 1914-1915'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Home Front', 'Remembrance']",['Naval Warfare'],"['21st century', '20th century']","['World War I', 'Medal']",['1919'],TEXT,['Service medal sent to Dickson’s father as Archibald’s next of kin. © National Museums Scotland'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
['World War I'],,"['21st century', '20th century']",['World War I'],['1919'],TEXT,['Harold James Richard Sherrell - WW1 Medal Box'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
['World War I'],,"['21st century', '20th century']","['World War I', 'Medal']",['1919'],TEXT,['Harold James Richard Sherrell - Victory Medal'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Remembrance']","['Chatham, UK', 'Western Front']","['21st century', '20th century']",['World War I'],,TEXT,['James Cleave Stranger - Posthumous Medal Award Correspondence'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Artillery', 'Medical']",['Dont Know'],"['21st century', '20th century']",['World War I'],"['1914', '1919']",TEXT,"['Patrick Hanley, Horsekeeper WW1', 'Patrick Hanley']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],,['21st century'],['World War I'],,TEXT,"['G. Frazer', 'G. Frazer medals']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],6
['World War I'],,['21st century'],['World War I'],,TEXT,"[""Personal Kit of E. Rankin and O'Donnell of the Irish Guards"", ""A soldier's kit""]",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance']",,['21st century'],"['World War I', 'Medal', 'Metal']",,TEXT,['Two medals of Patrick Drury (1914-15 Star & British Victory Medal)'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Trench Life']",,['21st century'],"['World War I', 'Medal']",,TEXT,['Special Constable Long Service and Good Conduct Medal.'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
['World War I'],,['21st century'],['World War I'],,TEXT,"['Prvi slovenski dobitnik olimpijske medalje Rudolf Cvetko', 'First Slovenian recepient of Olimpyc medal Rudolf Cvetko']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance']",['Western Front'],['21st century'],"['World War I', 'Medal']",,IMAGE,['Medailles en penningen van Alfons Verlinden.'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Remembrance']",['europeana19141918:place/54f04b0f7c720eea779ae2affa95939a'],"['21st century', '20th century']",['World War I'],"['1914', '1919']",TEXT,"['Spioneren voor de Britten in de Noorderkempen', 'Spioneren voor de Britten in de Noorderkempen']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance']",,['21st century'],['World War I'],,TEXT,"['Medailles en foto van August Blomme', 'Medailles en foto van August Blomme']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Home Front', 'Remembrance']",['europeana19141918:place/a829ff0337c6f85a7c197d112309bfe6'],"['21st century', '20th century']",['World War I'],"['1911', '1914']",TEXT,"['Jan Jozef Verberck sneuvelt in Tisselt', 'Jan Jozef Verberck sneuvelt in Tisselt']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Prisoners of War', 'Remembrance']",['europeana19141918:place/01a7705b2f16fe819357f2643e28e392'],['21st century'],['World War I'],,TEXT,"['Aandenken Joannes Augustinus Wyn', 'Aandenken Joannes Augustinus Wyn']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance']",['europeana19141918:place/696408c475b31a57bf0a8c8a55fb1636'],['21st century'],['World War I'],,TEXT,"['Portret en eretekens Petrus August Goossens', 'Portret en eretekens Petrus August Goossens']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Central Powers']",['Frankfurt a.M.'],"['21st century', '20th century']",['World War I'],['1914'],TEXT,"['Eisernes Kreuz zweiter Klasse 1914', 'Medal ""Iron Cross Second Class""']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],8
"['World War I', 'Remembrance']","['Saint-Mièle', 'Western Front']","['21st century', '20th century']","['World War I', 'Medal']",['1914'],IMAGE,['Edmond Trentecuisse. Médaille sportive militaire'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
['World War I'],,"['21st century', '20th century']",['World War I'],['1918'],TEXT,['Cadre Souvenir  de la Grande Guerre'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Remembrance']","['VERDUN', 'Balkans', 'Western Front']","['21st century', '20th century']","['World War I', 'Medal']",['1917'],TEXT,['La Croix de Guerre avec citation de mon grand-père maternel Pierre ROUCH - avers'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Remembrance']",,"['21st century', '20th century']","['Letter', 'World War I']",,TEXT,['Médaille Militaire'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
['World War I'],['Western Front'],"['21st century', '20th century']","['Postcard', 'World War I']","['1914', '1918']",TEXT,"[""Carte postale d'Eugène Raynal""]",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Remembrance']",['Western Front'],['21st century'],"['World War I', 'Medal']",,TEXT,['Médaille du combattant'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
['World War <1914-1918>'],,,"['Bronze', 'Textile', 'Medal']",,IMAGE,"['Blank the Wehr Rein the Ear', 'Blank die Wehr Rein die Ehr']",['MUSEU'],['Museum of City History Leipzig'],['Germany'],0
"['World War <1914-1918>', 'Parliamentarism']",,,"['Exchange Media (hierarchy name)', 'Medal']",,IMAGE,"['Medal', 'Medaille']",['MUSEU'],['Museum of City History Leipzig'],['Germany'],0
['Signs of Excellence'],"['Storbritannien', 'Manchester', 'Great Britain', 'Manchester', 'Storbritannien', 'Storbritannien', 'Manchester', 'Manchester']","['19-th', '19th', '19th century']","['Silver', 'Medal', 'Metal', 'Grosgrain']",['1885'],IMAGE,['Medaljer'],['Swedish Open Cultural Heritage'],['Army Museum'],['Sweden'],10
"['Life garment', 'Uniform']","['The Netherlands (NL)', 'Nederländerna (NL)']",,,,IMAGE,"['Attila', 'Attila', 'Attila']",['Swedish Open Cultural Heritage'],['Army Museum'],['Sweden'],10
['Signs of Excellence'],,,"['Tin', 'Medal']",,IMAGE,"['Medalj', 'Medalj', 'Medal']",['Swedish Open Cultural Heritage'],['Army Museum'],['Sweden'],10
['Signs of Excellence'],,,,,IMAGE,['Medaljer'],['Swedish Open Cultural Heritage'],['Army Museum'],['Sweden'],10
['Signs of Excellence'],,,['Medal'],,IMAGE,"['Medalj', 'Medal', 'Medalj']",['Swedish Open Cultural Heritage'],['Army Museum'],['Sweden'],10
['Signs of Excellence'],,,"['Bronze', 'Medal']",,IMAGE,"['Medalj', 'Medal', 'Medalj']",['Swedish Open Cultural Heritage'],['Army Museum'],['Sweden'],10
"['World War I', 'Signs of Excellence']",,,"['World War I', 'Medal']",,IMAGE,"['Medalj', 'Medal', 'Medalj']",['Swedish Open Cultural Heritage'],['Army Museum'],['Sweden'],5
['World War I'],,,['World War I'],,TEXT,"[""Al nostro sovrano ed ai nostri soldati, inviamo tutti l'artistica cartolina commemorativa Il termine sacro! : edita sotto gli auspici del Consiglio Centrale della Società Nazionale Dante Alighieri, per celebrare nel nome della patria in un unico fraterno augurio il voto di vittoria per le armi italiane"", ""Al nostro sovrano ed ai nostri soldati, inviamo tutti l'artistica cartolina commemorativa Il termine sacro! : edita sotto gli auspici del Consiglio Centrale della Società Nazionale Dante Alighieri, per celebrare nel nome della patria in un unico fraterno augurio il voto di vittoria per le armi italiane""]",['Central Institute for the Union Catalogue of Italian Libraries'],['Alessandrina University Library'],['Italy'],10
"['ΕΡΓΑ ΤΕΧΝΗΣ', 'War', 'Armed forces']","['http://semantics.gr/authorities/geonames-places-earth/6290252', 'http://data.europeana.eu/place/84257', 'http://data.europeana.eu/place/87', 'http://data.europeana.eu/place/111', 'ΑΘΗΝΑ', 'ATHENS']",['20th century'],"['International conflicts', '3D Αrtefacts and Realia', 'World history', 'Works of art', 'World War I', 'War', 'Arts', 'Work of art', 'Balkan wars', 'Armed forces', 'Medal', 'Contemporary Greek History', 'State security']",,IMAGE,"['Χρυσούν μετάλλιο Ανδρείας Μίλος ‘Ομπιλιτς Βαλκανικών Πολέμων Α΄Π.Π. (Σερβία) 30 χιλ. μετά μινιατούρας.(Γ.Κονδύλη)', 'Gold Medal of Honour Milos Obilitz of Balkan Wars WWI. (Serbia) 30mm with miniature. (G. Kondylis)']",['Greek Aggregator SearchCulture.gr'],['Athens War Museum'],['Greece'],10
"['ΕΡΓΑ ΤΕΧΝΗΣ', 'War', 'Armed forces']","['http://data.europeana.eu/place/84257', 'http://data.europeana.eu/place/87', 'http://data.europeana.eu/place/111', 'http://semantics.gr/authorities/geonames-places-earth/6290252', 'ΑΘΗΝΑ', 'ATHENS']",['20th century'],"['International conflicts', '3D Αrtefacts and Realia', 'World history', 'Works of art', 'World War I', 'War', 'Arts', 'Work of art', 'Balkan wars', 'Armed forces', 'Medal', 'Contemporary Greek History', 'State security']",,IMAGE,"['Χρυσούν μετάλλιο Ανδρείας Μίλος ‘Ομπιλιτς Βαλκανικών Πολέμων Α΄Π.Π. (Σερβία) 35 χιλ.(Γ.Κονδύλη)', 'Gold Medal of Honour Milos Obilitz of Balkan Wars WWI. (Serbia) 35mm. (G. Kondylis)']",['Greek Aggregator SearchCulture.gr'],['Athens War Museum'],['Greece'],9
"['ΕΡΓΑ ΤΕΧΝΗΣ', 'War', 'Armed forces']","['http://data.europeana.eu/place/84257', 'http://data.europeana.eu/place/87', 'http://data.europeana.eu/place/85', 'http://semantics.gr/authorities/geonames-places-earth/3017382', 'ΑΘΗΝΑ', 'ATHENS']",['20th century'],"['International conflicts', '3D Αrtefacts and Realia', 'World history', 'Works of art', 'World War I', 'Armed forces', 'War', 'Medal', 'State security', 'Arts', 'Work of art']",,IMAGE,"['Πολεμικός Σταυρός 1914-18, Γαλλία, φέρει δύο κλάδους δάφνης μετά μινιατούρας.(Γ.Κονδύλη)', '1914-18 War Cross, France, has two laurel branches and miniature. (G. Kondylis)']",['Greek Aggregator SearchCulture.gr'],['Athens War Museum'],['Greece'],9
"['ΕΡΓΑ ΤΕΧΝΗΣ', 'War', 'Armed forces']","['http://data.europeana.eu/place/84257', 'http://data.europeana.eu/place/87', 'http://data.europeana.eu/place/85', 'http://semantics.gr/authorities/geonames-places-earth/3017382', 'ΑΘΗΝΑ', 'ATHENS']",['20th century'],"['International conflicts', '3D Αrtefacts and Realia', 'World history', 'Works of art', 'World War I', 'Armed forces', 'War', 'Medal', 'State security', 'Arts', 'Work of art']",,IMAGE,"['Πολεμικός Σταυρός 1914-18, Γαλλία, φέρει δύο κλάδους δάφνης και 4 αστέρες.(Γ.Κονδύλη)', '1914-18 War Cross, France, has two laurel branches and 4 stars. (G. Kondylis)']",['Greek Aggregator SearchCulture.gr'],['Athens War Museum'],['Greece'],9
,"['http://www.wikidata.org/entity/Q40790', 'http://www.wikidata.org/entity/Q487929', 'http://data.europeana.eu/place/146747', 'http://data.europeana.eu/place/92', 'http://data.europeana.eu/place/148514', 'https://sws.geonames.org/3175395/', 'Milazzo']",,"['motion pictures (visual works)', 'Film', 'Newsreel', 'funeral']",,VIDEO,"['Honors to Luigi Rizzo', 'Onoranze a Luigi Rizzo', 'La Settimana Incom\n\t\t\t\t 00617']",['The European Film Gateway'],['Cinecittà - Luce'],['Italy'],10
"['ΕΡΓΑ ΤΕΧΝΗΣ', 'War', 'Armed forces']","['http://data.europeana.eu/place/84257', 'http://data.europeana.eu/place/87', 'ΑΘΗΝΑ', 'ATHENS']",['20th century'],"['International conflicts', '3D Αrtefacts and Realia', 'World history', 'Works of art', 'World War I', 'Armed forces', 'War', 'Medal', 'State security', 'Arts', 'Work of art']",,IMAGE,"['Μετάλλιο Στρατιωτικής Αξίας Δ’ Τάξεως.(Γ.Κονδύλη)', 'Medal of Military Valour 4th Class. (G. Kondylis)']",['Greek Aggregator SearchCulture.gr'],['Athens War Museum'],['Greece'],7
"['ΕΡΓΑ ΤΕΧΝΗΣ', 'War', 'Armed forces']","['http://data.europeana.eu/place/84257', 'http://data.europeana.eu/place/87', 'ΑΘΗΝΑ', 'ATHENS']",['20th century'],"['International conflicts', '3D Αrtefacts and Realia', 'World history', 'Works of art', 'World War I', 'Armed forces', 'War', 'Medal', 'State security', 'Arts', 'Work of art']",['1914'],IMAGE,"['Σταυρός Αυτόνομος ‘Ηπειρος 1914.(Γ.Κονδύλη)', 'Cross of Autonomous Epirus 1914. (G. Kondylis)']",['Greek Aggregator SearchCulture.gr'],['Athens War Museum'],['Greece'],7
