dcSubjectLangAware.en,dctermsSpatial,edmTimespanLabelLangAware.en,edmConceptPrefLabelLangAware.en,year,type,title,provider,dataProvider,country,completeness
"['World War I', 'Remembrance']",['Western Front'],"['21st century', '20th century']",['World War I'],"['1917', '1918']",TEXT,"['Great Uncle Jack, a life in letters', 'Condolence for a Fallen Soldier']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Artillery', 'Home Front', 'Propaganda', 'Remembrance', 'Trench Life']","['France and Italy', 'Italian Front', 'Western Front']","['21st century', '20th century']","['World War I', 'Propaganda']","['1915', '1918']",TEXT,"['The Royal Army Ordnance Corps', 'A souvenir of Army Ordnance']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Home Front', 'Recruitment and Conscription', 'Remembrance']","['Balkans', 'Middle East', 'Eastern Front']","['19th century', '21st century', '20th century']",['World War I'],,TEXT,"['Марко Божовић, пешадијски бригадни генерал', 'Marko Bozovic, Infantry General']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Medical', 'Trench Life', 'Central Powers']","['europeana19141918:place/e5c928f4a9be6881d4e3fbb86075d49e', 'Western Front']","['21st century', '20th century']","['Multiple', 'World War I']","['1914', '1918']",TEXT,"['Fotos und Militärpass meines Großvaters Johann Wörsdörfer, geb. 25.01.1898, Infanterieregiment 118 (IR 118)', 'Military documents of an officer, photos of his stay in a field hospital, his memories of Verdun, his later development to be a Nazi.']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Manufacture']","['europeana19141918:place/612c39e014df194ef621920a9135cf46', 'Balkans']","['21st century', '20th century']",['World War I'],,TEXT,"['Serbian charity medal from the United States of America', 'Serbian charity medal']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Artillery', 'Manufacture']","['Serbia', 'http://data.europeana.eu/place/111', 'Balkans']","['21st century', '20th century']",['World War I'],"['1916', '1918']",TEXT,"['Italian artillery medal for Serbia 1916 to 1918', 'Italian artillery medal']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Manufacture']","['http://data.europeana.eu/place/111', 'Serbia', 'Balkans']","['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['Serbian Commemorative Medal for the War of 1914-1918', 'Serbian Commemorative Medal']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Manufacture']","['http://data.europeana.eu/place/111', 'Serbia', 'Balkans']","['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['Serbian Medal for Zealous Service', 'Serbian Medal']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],"['Verdun (département de la Meuse, France)', 'Western Front']","['21st century', '20th century']",['World War I'],"['1914', '1919']",TEXT,"['FRAD063-247 François FOURNIER', 'Documents about François FOURNIER']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],['Western Front'],"['21st century', '20th century']",['World War I'],"['1914', '1919']",TEXT,"['FRAD063-326 Jean Annet BILLON', 'Documents about Jean Annet BILLON']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Manufacture', 'Propaganda']","['France', 'Balkans']","['21st century', '20th century']","['World War I', 'Propaganda']",['1916'],TEXT,"['French medallion for Serbian 1915 Winter Retreat', 'GLOIRE AUX SERBES']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance']","['europeana19141918:place/7002b42a382ef6792d8a62233ff00e4f', 'Western Front']","['21st century', '20th century']",['World War I'],,TEXT,"['Eugène AUDEBAULT, canonnier et engagé volontaire', 'Eugène AUDEBAULT, gunner and volunteer']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Trench Life']","['europeana19141918:place/3a2b1e0dc8e04b51860bc99036fbd5d2', 'Western Front']","['21st century', '20th century']",['World War I'],,TEXT,"['Victor DAVY, tué au Mont-Saint-Éloi (Pas-de-Calais)', 'Victor Davy, killed at Mont-Saint-Éloi']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Trench Life']",['Italian Front'],"['21st century', '20th century']",['World War I'],"['1917', '1918']",TEXT,"['Cimelio di guerra', 'Piece of white flag signed by Austrian officer after surrender on 3 November 1918']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],"['Austria and Slovenia (then a province)', 'Balkans']","['21st century', '20th century']",['World War I'],"['1918', '1919']",TEXT,"['Commemorative Medal for the Liberation of the Northern Regions of Yugoslavia 1918/19', 'Medal, with description, and cap badge']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],"['Serbia', 'http://data.europeana.eu/place/111', 'Balkans']","['21st century', '20th century']",['World War I'],['1914'],TEXT,"['Kingdom of Yugoslavia Commemorative Cross of the Association of War Invalids', 'Background, description and pictures']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance']","['europeana19141918:place/0756ad798c83cfa8008a6eff33581954', 'Balkans', 'Eastern Front', 'Western Front']","['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['FRAD068_051 Arsène Béliard et Lucien Amiotte', 'FRAD068_51 Lucien Amiotte et Arsène Béliard']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],['Western Front'],"['21st century', '20th century']",['World War I'],"['1912', '1919']",TEXT,"[""FRBMAN-107 Marcel Feierstein, pilote d'aviation"", 'Marcel Feierstein, pilot in french Air Force']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance']",['Western Front'],['21st century'],['World War I'],,TEXT,"['FRAD071-167 Montceau-les-Mines (Saône-et-Loire) rend hommage aux braves.', 'In memory of the brave.']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Trench Life']","['europeana19141918:place/df1f4e05c5dccafc3950ddbf9e693bd6', 'Western Front']","['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['FRAD088-1NUM93 Fonds Rivat', 'Recorded injury documentation of Séraphin-Rémy Rivat']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Home Front']",['Balkans'],"['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['Radisavčević Radisav', 'Радисавчевић Радисав']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Manufacture', 'Refugees']","['http://data.europeana.eu/place/111', 'Serbia', 'Balkans']","['21st century', '20th century']",['World War I'],['1917'],TEXT,"['Serbian charity medal by Lordonnois', 'Serbian charity medal']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Manufacture']","['europeana19141918:place/e69a26755435afa973202ebc3de081fc', 'Balkans']",['21st century'],['World War I'],,TEXT,"['Serbian Order of the White Eagle', 'Serbia White Eagle Order and various miniatures.']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Artillery', 'Remembrance', 'Trench Life']","['europeana19141918:place/7a815cc5aaabf4dac95dfcdd6dee0469', 'Western Front']","['21st century', '20th century']",['World War I'],,TEXT,"['Dieudonné de Laubier', 'Dieudonné de Laubier and his 4 citations']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],"['europeana19141918:place/e59e08549091a914991b610e246ff197', 'Western Front']","['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['FRAD076_0030, Le soldat Raoul Lecoq', 'The unbeleivable Raoul']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance', 'Central Powers']",['Western Front'],"['21st century', '20th century']","['Multiple', 'World War I']","['1915', '1918']",TEXT,"['Kriegsstammrollenauszug und Orden von Bruno Genge', 'Military decoration and documents of Bruno Genge']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Home Front', 'Trench Life']",['Western Front'],['21st century'],['World War I'],,TEXT,"['FRAD071-125 En hommage à mon grand-père, Auguste PROST,  et « pour EUX nos courageux et valeureux Poilus de 14-18 »', 'Documents from Auguste Prost et famille Vannier']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Medical', 'Recruitment and Conscription', 'Remembrance']","['Balkans', 'Eastern Front', 'Western Front']","['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['Цртице о учесницима Великог рата из Шајкашке', 'Notes on Great War participants from Šajkaška']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],['Western Front'],"['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['FRAD076_0048, Georges Trouvé pendant la guerre', 'Georges Trouvé in two war !']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],['Western Front'],"['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['FRAD076_0062, Albert Aunis', 'The story of Albert Aunis.']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],['Western Front'],"['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['FRAD076_0065, correspondance de la famille Leroy', 'Heroes of the shadows']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],['Western Front'],"['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['FRAD076_0073, 4 soldats dans la guerre', ""The Fontaine's family at war.""]",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance', 'Central Powers']","['europeana19141918:place/321ca3117b517e87aa18b3c31755cac0', 'Eastern Front', 'Western Front']","['21st century', '20th century']",['World War I'],,TEXT,"['Ordensammlung aus dem Besitz von Franz Rönnau', 'decorations of Franz Roennau']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],['Western Front'],['21st century'],['World War I'],,TEXT,"['FRAD063-243 Louis FLEURY', 'Document about Louis FLEURY']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],['Western Front'],"['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['FRAD076_0082, Louis Bayssat', 'Louis Bassayt at war']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],"['europeana19141918:place/8a699ad70091c305934a6e956f93703e', 'Western Front']","['21st century', '20th century']",['World War I'],"['1914', '1915']",TEXT,"['FRAD076_0090, Aldéric Ono-dit-Biot mort pour la France', 'Dead for a message.']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],['Western Front'],"['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['FRAD076_0175, la famille Botté', ""Botté's family""]",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],['Western Front'],"['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['FRAD076_0218, Harang Albert', 'Albert Harang at war']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Trench Life']","['europeana19141918:place/d17f3261fe1f4196ef1cb1d00ef910d6', 'Western Front']","['21st century', '20th century']",['World War I'],"['1914', '1916']",TEXT,"['Léon CAUDRON du 347éme RI', 'Léon CAUDRON']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Recruitment and Conscription', 'Trench Life']","['europeana19141918:place/204005912c2706d1fad20399119ce15f', 'Western Front']",['21st century'],['World War I'],,TEXT,"['Jan Baptist Bols', 'Jan Baptist Bols']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Recruitment and Conscription', 'Remembrance', 'Trench Life']","['europeana19141918:place/3b6997cf3b4441d776056823525189f7', 'Western Front']","['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['Vojnik Edhem Pašalić iz Starog Majdana, Bosna i Hercegovina', 'Soldier Edhem Pašalić from Stari Majdan, Bosnia and Herzegovina']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance', 'Central Powers']",['Western Front'],"['21st century', '20th century']","['Multiple', 'World War I']","['1914', '1918']",TEXT,"['Reliquiendose und Kriegserinnerungsmedaille von Josef Götzfried', 'tin with relics and honour medal of Josef Götzfried']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],"['europeana19141918:place/304926aa3406f31bf44db81e74d31458', 'Western Front']",['21st century'],['World War I'],,TEXT,"[""Envoyé au massacre, les fragments d'un disparu."", 'Jean-Baptiste Minard lost in war']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Military Punishment', 'Prisoners of War', 'Recruitment and Conscription', 'Remembrance', 'Women']","['europeana19141918:place/cc963efdcd4a5dc515e26df683f7fa71', 'Eastern Front']","['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['Priča Dalibora Prge o njegovome djedu Ivanu iz Cima kod Mostara', 'Ivan Prga in a steam mill in Budapest']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Home Front']","['europeana19141918:place/3035250e0af4cf09cda0cafa0d69a978', 'Italian Front']","['19th century', '21st century', '20th century']",['World War I'],"['1921', '1875']",TEXT,"['Marijan Mandic, vojnik u prvom svjetskom ratu', 'soldier in world war 1']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Medical']","['europeana19141918:place/53793e2d99fbb39c62bba14934abff91', 'Western Front']","['19th century', '21st century', '20th century']",['World War I'],"['1890', '1973']",TEXT,"['Władysław Gabler - żołnierz, lekarz wojskowy, powstaniec wielkopolski', 'Władysław Gabler - soldier, army doctor, insurgent']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Home Front', 'Trench Life']","['europeana19141918:place/6700e3a230c8cf05a0eb72f2c2b25852', 'Eastern Front']","['21st century', '20th century']",['World War I'],['1919'],TEXT,"['Povestea plutonierului  major Dumitru Bunea ctg. 1905', 'The story of Dumitru Bunea']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],"['europeana19141918:place/9f295b1908bec094bfbd3f60ff75baa5', 'Eastern Front']","['21st century', '20th century']",['World War I'],['1917'],TEXT,"['Plutonier major Dumitru Bunea ctg. 1905', 'Romanian officer Dumitru Bunea']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Prisoners of War', 'Recruitment and Conscription']","['europeana19141918:place/c7a271739cec27e5e637f5eebb5b9834', 'Eastern Front']","['21st century', '20th century']",['World War I'],,TEXT,"['RIX06_008 Jānis Fārts (1893-1948) Pirmā pasaules kara laikā', 'Jānis Fārts (1893-1948) in the First World War']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance', 'Central Powers']","['europeana19141918:place/6fc0166c5f19643fa20ff4249d82d3a7', 'Western Front']","['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['Pfeifenkopf und Orden von Wilhelm Huber', 'Three medals and a pipe bowl of Wilhelm Huber']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Artillery', 'Remembrance', 'Trench Life']","['europeana19141918:place/9be57a601b1b7264d59b29bbc832550d', 'Western Front']","['21st century', '20th century']",['World War I'],,TEXT,"['Frans Van Camp', 'Frans Van Camp']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
